exam_id,exam_kind,subject_code,exam_num,exam_question,exam_division,exam_choice1,exam_choice2,exam_choice3,exam_choice4,exam_choice5,exam_answer,exam_content,insert_date
40,202002,KOR,20,다음 글의 내용과 가장 일치하지 않는 것은? ,1,"신표현주의 건축은 크게 세 가지로 나눌 수 있는 경향을 보이며, 넓은 범위에 걸쳐있다. ",자연 유기 형태를 건물 모습에 반영하는 경향의 차이에 따라 다른 분파에 속하게 된다. ,"신표현주의 건축은 기계 문명에 반대의 입장을 취하였으나, 기계 문명을 활용했다는 한계도 있다. ",신표현주의의 세 가지 경향은 모두 가소성이 있는 콘크리트 등을 주재료로 사용했다는 점에서 공통점이 있다. ,null,4,이 글은 신표현주의 양식을 세 가지로 나누어 설명하고 있 다. 세 양식 중에서 콘크리트를 사용한 양식은 첫 번째와 세 번째이다. 두 번째 양식은 콘크리트를 사용하지 않는다.,now()
41,202003,KOR,1,"다음 중 옳은 것은 몇 개인가? ㉠ ‘ㄴ, ㅁ, ㅇ’은 유음이다. ㉡ ‘ㄱ, ㄲ, ㅋ’은 연구개음이다. ㉢ ‘ㄷ, ㄸ, ㅌ’은 치조음이다. ㉣ ‘ㅟ, ㅚ, ㅗ, ㅜ’는 후설모음이다. ㉤ ‘ㅅ, ㅆ, ㅎ’은 마찰음이다.",1,1개,2개,3개,4개,null,3,"ᄀ ‘ᄂ, ᄆ, ᄋ’은 비음이고, ᄅ ‘ᅱ, ᅬ’는 전설 모음이면서 평순 모음이고, ‘ᅩ, ᅮ’는 후설 모음이면서 평순 모음이다. ",now()
42,202003,KOR,2,다음 중 호칭어가 가장 옳지 않은 것은? ,1,남편의 누나 → 형님 ,"남의 살아계신 아버지를 일컫는 말 → 춘부장(椿府丈), 춘장(椿丈), 춘당(椿堂) ",누나의 남편 → 자형,자신의 살아계신 어머니를 일컫는 말 → 자당(慈堂) ,null,4,자당(慈堂)은 타인의 살아계신 어머니를 일컫는 말이다. ,now()
43,202003,KOR,3,다음 사잇소리 표기 단어 중 옳지 않은 것은? ,1,기댓값,나랏님,전셋집,만둣국,null,2,사이시옷은 합성어에만 붙이는 것이다. ‘나라님’은 접사 ‘-님’ 이 붙은 파생어이기 때문에 사이시옷을 적지 않는다. ,now()
44,202003,KOR,4,다음 훈민정음 제자원리 중 가획자에 해당하는 글자가 아닌 것은? ,1,ㅂ,ㅊ,ㄹ,ㄷ,null,3,"ᄅ’은 ‘ᅀ, ᅌ’과 함께 이체자이다. ",now()
45,202003,KOR,5,다음 중 키노드라마(kino-drama)의 설명으로 가장 옳은 것은? ,1,연극과 영화를 결합하여 하나의 줄거리를 이끌어 가는 극이다. ,무대 상연을 전제로 하지 않고 독서를 위해 쓴 희곡이다.,"원래는 음악을 반주로 한 오락적인 서민 연극을 가리키는 용어였 지만, 현재는 주로 일상사를 바탕으로 하여 오락성을 제공하는 통 속적인 극을 말한다. ",주인공의 행복이나 성공을 주요 내용으로 하여 행복한 결말을 맺 는 극이다. ,null,1,"키노 드라마란 무대에서 표현하기 어려운 야외장면이나 활극 장면을 영화로 찍어 연극 중 무대 위 스크린에 삽입한 것을 뜻하는 용어로, '영화적 연극' 또는 '연쇄극'이라고도 한다. ",now()
46,202003,KOR,6,다음 중 나이와 한자어가 가장 바르게 연결된 것은? ,1,화갑(華甲) - 40세 ,애년(艾年) - 50세 ,산수(傘壽) - 70세 ,망백(望百) - 99세 ,null,2,"화갑(華甲)은 61세, 산수(傘壽)는 80세, 망백(望百)은 91세를 이른다. ",now()
47,202003,KOR,7,"다음 <보기>의 작품에 대한 설명으로 가장 옳은 것은? 
〈보기〉 
감독관: 원고! 원고! 
교수: (일어나며) 네, 곧 됩니다. 또 독촉이군. 
감독관: (책상 쪽을 가리키며) 원고! 원고! 
교수, 소파 한구석에 있던 가방을 집어 갖고서 황급히 책상에 가 앉는다. 가방에서 원고를 끄집어내고 책을 펼친다. 
감독관: 원고! 원고! 
이윽고 교수는 번역을 시작한다. 감독관이 창문을 닫고 사라진 다. 처가 들어온다. 큰 자루를 손에 들고 있다. 
처: 어머나! 그렇게 벌거벗고 계시면 어떡해요. 
막대기에 감긴 철쇄를 줄줄 끌어다 교수의 허리에 감아 준다. ",1,사회 현실을 풍자한 부조리극이다.,근대극이 뿌리를 내린 시기에 창작되었다. ,전통적인 사실주의 극문학이다.,반공주의적인 목적극의 대본이다. ,null,1,이 작품은 이근삼의 ‘원고지’라는 희곡이다. 인간성을 상실한 현대인의 기계적인 삶을 풍자하는 부조리극이다. ,now()
48,202003,KOR,8,"다음<보기>의밑줄친부분에해당하는예로가장옳은것은? 
〈보기〉 
‘음절의 끝소리 규칙’, ‘ᄂ첨가’, ‘자음 축약’, ‘자음군 단순화’ 등 과 같은 음운 변동이 일어날 때에는 음운의 수에 변화가 생기지 않는 경우도 있지만, 음운의 수가 늘어나거나 줄어드는 경우도 있다. 
‘교체’는 전자에 해당하지만, ‘첨가’, ‘탈락’, ‘축약’은 후자에 해 당한다. ",1,담요,밖,맨입,넋,null,2,밖’은 [박]으로 발음되어 음운의 수에 변화가 생기지 않는 경우이다.,now()
49,202003,KOR,9,다음 중 제시된 단어의 뜻풀이가 가장 옳지 않은 것은? ,1,궁도련님: 부유한 집에서 자라나 세상의 어려운 일을 잘 모르는 사람 ,책상물림: 책상 앞에 앉아 글공부만 하여 세상일을 잘 모르는 사람 ,"윤똑똑이: 사리에 어둡고, 아는 것이 없는 사람",대갈마치: 온갖 어려운 일을 겪어서 아주 야무진 사람 ,null,3,윤똑똑이’는 자기만 혼자 잘나고 영악한 체하는 사람을 낮잡 아 이르는 말이다. ,now()
50,202003,KOR,10,"다음 <보기>를 참고할 때, 단어의 형성 방식이 나머지와 가 장 다른 것은? 
<보기> 
‘-롭다’는 모음으로 끝나는 일부 어근 뒤에 붙어 ‘그러함’ 또는 ‘그럴 만함’의 뜻을 더하고 형용사를 만드는 접미사이다. 일반적 으로 ‘-롭다’의 경우 한자어 뒤에 결합하여 단어를 파생하지만, 고유어 뒤에 결합하여 단어를 파생하기도 한다. ",1,흥미롭다,애처롭다,경이롭다,가소롭다,null,2,"애처롭다’만 고유어 뒤에 접사 ‘-롭다’가 붙은 말이고, 나머 지는 모두 한자어 뒤에 접사가 붙어 이루어진 말이다. ",now()
51,202003,KOR,11,"다음 중 ‘효녀 지은’의 행위를 나타내는 사자성어로 가장 옳 은 것은? 
효녀 지은은 어려서 아버지를 잃고 홀로 어머니를 봉양하였다. 아침과 저녁으로 문안드리며 곁을 떠나지 않았다. ",1,磨斧爲針 ,厚顔無恥 ,浩然之氣 ,昏定晨省 ,null,4,"혼정신성(昏定晨省): 밤에는 부모의 잠자리를 보아 드리고 이 른 아침에는 부모의 밤새 안부를 묻는다는 뜻으로, 부모를 잘 섬기고 효성을 다함을 이르는 말.",now()
52,202003,KOR,12,"다음 대화에서 김 경장이 범한 어법 사용의 오류와 가장 유사 한 것은? 
김 경장: 여보세요. 
이 경장: 여보세요. 최 경위님 계신가요? 
김 경장: 지금 안 계시는데요. 
이 경장: 어디 멀리 가셨나요? 
김 경장: 네, 지금 순찰 중이십니다. 
이 경장: 순찰은 언제 끝나나요? 
김 경장: 글쎄요, 순찰 끝나고 팀원들과 면담이 계시다고 하셨 어요. 
이 경장: 네, 그럼 통화가 어렵겠군요. ",1,소장님은 본청에 볼일이 있으셔서 일찍 본청에 가셨습니다. ,내일 목포역전 앞에서 만나자.,"선장님, 요청하신 서류 나오셨습니다.","국장님, 과장님이 외부에 나갔습니다. ",null,3,대화 중 ‘면담이 계시다고 하셨어요.’는 높일 필요가 없는 ‘면 접’을 높여 오류가 난 문장이다. 이와 같은 것은 3의 ‘서류’ 를 높인 것이다. ‘서류 나왔습니다’로 적어야 한다.,now()
53,202003,KOR,13,"다음 제시된 시에 대한 설명 중 가장 옳지 않은 것은? 
강산 풍월(江山風月) 거리고 내 백 년(百年)을 다 누리면 악양루상(岳陽樓上)의 이태백이 사라 오다, 호탕정회(浩蕩情懷)야 이에서 더소냐. 이 몸이 이렁 굼도 역군은(亦君恩)이샷다. ",1,4음보 율격을 지닌 가사이다.,유교 사상인 충 사상이 드러나 있다.,조선 전기의 강호가도(江湖歌道)가 잘 나타나 있다.,여정이 시간의 흐름과 공간의 이동에 따라 잘 드러나 있다. ,null,4,송순의 ‘면앙정가(傘仰亭歌)’라는 가사이다. 전체적인 내용에 는 사계절의 변화가 있지만 제시된 지문에서는 시간의 흐름 과 공간의 이동이 나타나지 않았다.,now()
54,202003,KOR,14,"다음 작품의 전개 방식으로 가장 옳은 것은? 龜何龜何 首其現也 若不現也 燔灼而喫也 ",1,조건-요구-위협-환기 ,환기-조건-요구-위협 ,환기-요구-조건-위협 ,요구-위협-환기-조건 ,null,3,"1,  2행 - 부름을 통한 환기 / 명령을 통한 요구이며 3, 4행 - 가정 또는 조건을 통한 위협 또는 협박이다.",now()
55,202003,KOR,15,"다음 중 <외래어 표기법>에 옳게 표기된 낱말들은 모두 몇 개인가?  코즈모폴리턴(cosmopolitan) 킬로칼로리(kilocalorie) 오셀로(Othello) 젤리(jelly) 카세트(cassette) 팡파르(fanfare) 아이섀도(eye shadow) 액세서리(accessory) ",1,3개,5개,7개,모두 맞음,null,4,틀린 표기가 없다. ,now()
56,202003,KOR,16,"다음 대담에 대한 설명으로 가장 옳지 않은 것은?  진행자: 오늘은 우리의 전통 선박에 대해 재미있게 설명한 책 인《우리나라 배》에 대해 교수님과 이야기를 나눠 보겠습니다. 김 교수님, 우리나라 전통 선박에 담긴 선조들의 지혜를 설명한 책 내용이 참 흥미롭던데요, 구체적인 사례 하나만 소개해 주시 겠습니까? 
김 교수: 판옥선에 담긴 선조들의 지혜를 소개해 드릴까 합니 다. 혹시 판옥선에 대해 들어 보셨나요? 
진행자: 자세히는 모르지만 임진왜란 때 사용된 선박이라고 들 었습니다. 
김 교수: 네, 판옥선은 임진왜란 때 활약한 전투함인데, 우리나 라 해양 환경에 적합한 평저 구조로 만들어졌습니다. 
진행자: 아, 그렇군요. 교수님, 평저 구조가 무엇인지 말씀해 주 시겠습니까? 
김 교수: 네, 그건 밑부분을 넓고 평평하게 만든 구조입니다. 그 때문에 판옥선은 수심이 얕은 바다에서는 물론, 썰물 때에도 운항이 가능했죠. 또한 방향 전환도 쉽게 할 수 있었습니다. 
진행자: 결국 섬이 많고 수심이 얕으면서 조수 간만의 차가 큰 우리나라 바다 환경에 적합한 구조라는 말씀이시군요? 
김 교수: 네, 그렇습니다. 
진행자: 선조들의 지혜가 참 대단합니다. 이런 특징을 가진 판 옥선이 전투 상황에서는 얼마나 위력적이었는지 궁금한데, 더 설 명해 주시겠습니까? ",1,김 교수는 진행자의 의견에 동조하며 자신의 견해를 수정하고 있다. ,진행자는 김 교수에게 추가 설명을 요청하고 있다. ,진행자는 김 교수의 설명을 듣고 자신의 이해가 맞는지 질문을 하 고 있다. ,김 교수는 진행자의 부탁에 따라 소개할 내용을 선정하여 제시하 고 있다. ,null,1,이 대화에서 김 교수는 진행자의 의견에 동조하며 자신의 견 해를 수정하고 있지 않다.,now()
57,202003,KOR,17,"다음 글과 화자의 시점이 가장 유사한 것은?  복녀의 송장은 사흘이 지나도록 무덤으로 못 갔다. 왕 서방은 몇 번을 복녀의 남편을 찾아갔다. 복녀의 남편도 때때로 왕 서방 을 찾아갔다. 둘의 새에는 무슨 교섭하는 일이 있었다. 사흘이 지 났다. 
밤중에 복녀의 시체는 왕 서방의 집에서 남편의 집으로 옮겼다. 
그리고 그 시체에는 세 사람이 둘러앉았다. 한 사람은 복녀의 남편, 한 사람은 왕 서방, 또 한 사람은 어떤 한방 의사. 왕 서방 은 말없이 돈주머니를 꺼내어, 십 원짜리 지폐 석 장을 복녀의 남편에게 주었다. 한방의의 손에도 십 원짜리 두 장이 갔다. 
이튿날 복녀는 뇌일혈로 죽었다는 한방의의 진단으로 공동묘지 로 가져갔다. ",1,단발머리를 나풀거리며 소녀가 막 달린다. 갈밭 사잇길로 들어섰 다. 뒤에는 청명한 가을 햇살 아래 빛나는 갈꽃뿐. ,어머니가 그 꽃을 곧 내버릴 줄로 나는 생각했습니다마는 내버리 지 않고 꽃병에 꽂아서 풍금 위에 놓아 두었습니다. ,나는 다시 닭을 잡아다가 가두고 염려는 스러우나 그렇다고 산으 로 나무를 하러 가지 않을 수도 없는 형편이었다. ,그날 밤에도 몹시 추웠다. 우리는 문을 꼭꼭 닫고 문틈을 헝겊으 로 막고 이불을 둘씩 덮고 꼭꼭 붙어서 일찍 잤다. ,null,1,제시된 지문은 3인칭 시점이고 이와 같은 것은 1이다. 나머 지는 모두 1인칭 시점이다. ,now()
58,202003,KOR,18,"다음 작품에 대한 설명으로 가장 옳지 않은 것은?  그 순간 강도의 눈이 의심의 빛으로 가득 찼다. 분개한 나머지 이가 딱딱 마주칠 정도로 떨면서 그는 대청마루를 향해 나갔다. 내 옆을 지나쳐 갈 때 그의 몸에서는 역겨울 만큼 술 냄새가 확 풍겼다. 그가 허둥지둥 끌어안고 나가는 건 틀림없이 갈기갈기 찢어진 한 줌의 자존심일 것이었다. 애당초 의도했던 바와는 달 리 내 방법이 결국 그를 편안케 하긴커녕 외려 더욱더 낭패케 만 들었음을 깨닫고 나는 그의 등을 향해 말했다.",1,앞으로 펼쳐질 ‘그’의 인생이 어두울 것임을 암시하고 있다. ,1인칭 서술자가 관찰 대상이 되는 인물을 서술하고 있다. ,나’는 ‘그’의 정체를 밝히기 위해 회유하고 있다.,그’는 자존심이 무척 강한 인물이다. ,null,3,이 글에서 ‘나’는 ‘그’의 정체를 밝히기 위해 회유하고 있지 않다.,now()
59,202003,KOR,19,다음 글의 내용과 가장 일치하지 않는 것은? ,1,두 명의 아이만 동물을 그리고 나머지 아이들은 엉뚱한 것을 그 렸다 ,저자는 직접 탄자니아 아이들에게 동물 그림을 그려 보게 했다 ,아프리카 아이들이라도 야생 동물을 직접 보기는 어렵다.,산업화 사회에서 인간과 동물의 관계가 많이 멀어졌다. ,null,2,함께 간 TV 방송국 사람이 그림을 그려 보게 했다.,now()
60,202003,KOR,20,다음 글의 내용과 가장 일치하지 않는 것은? ,1,"신표현주의 건축은 크게 세 가지로 나눌 수 있는 경향을 보이며, 넓은 범위에 걸쳐있다. ",자연 유기 형태를 건물 모습에 반영하는 경향의 차이에 따라 다른 분파에 속하게 된다. ,"신표현주의 건축은 기계 문명에 반대의 입장을 취하였으나, 기계 문명을 활용했다는 한계도 있다. ",신표현주의의 세 가지 경향은 모두 가소성이 있는 콘크리트 등을 주재료로 사용했다는 점에서 공통점이 있다. ,null,4,이 글은 신표현주의 양식을 세 가지로 나누어 설명하고 있 다. 세 양식 중에서 콘크리트를 사용한 양식은 첫 번째와 세 번째이다. 두 번째 양식은 콘크리트를 사용하지 않는다.,now()
61,202004,KOR,1,"다음 중 옳은 것은 몇 개인가? ㉠ ‘ㄴ, ㅁ, ㅇ’은 유음이다. ㉡ ‘ㄱ, ㄲ, ㅋ’은 연구개음이다. ㉢ ‘ㄷ, ㄸ, ㅌ’은 치조음이다. ㉣ ‘ㅟ, ㅚ, ㅗ, ㅜ’는 후설모음이다. ㉤ ‘ㅅ, ㅆ, ㅎ’은 마찰음이다.",1,1개,2개,3개,4개,null,3,"ᄀ ‘ᄂ, ᄆ, ᄋ’은 비음이고, ᄅ ‘ᅱ, ᅬ’는 전설 모음이면서 평순 모음이고, ‘ᅩ, ᅮ’는 후설 모음이면서 평순 모음이다. ",now()
62,202004,KOR,2,다음 중 호칭어가 가장 옳지 않은 것은? ,1,남편의 누나 → 형님 ,"남의 살아계신 아버지를 일컫는 말 → 춘부장(椿府丈), 춘장(椿丈), 춘당(椿堂) ",누나의 남편 → 자형,자신의 살아계신 어머니를 일컫는 말 → 자당(慈堂) ,null,4,자당(慈堂)은 타인의 살아계신 어머니를 일컫는 말이다. ,now()
63,202004,KOR,3,다음 사잇소리 표기 단어 중 옳지 않은 것은? ,1,기댓값,나랏님,전셋집,만둣국,null,2,사이시옷은 합성어에만 붙이는 것이다. ‘나라님’은 접사 ‘-님’ 이 붙은 파생어이기 때문에 사이시옷을 적지 않는다. ,now()
